Production_Budget_INR_Cr,Marketing_Budget_INR_Cr,Release_Month,Popularity_Score,Runtime_Minutes,Star_Success_Factor,Genre,Primary_Language,Diaspora_Strength_Score,Origin,India_Gross_INR_Cr,International_Gross_INR_Cr
73.17,17.44,1,77,140,7,Action (Masala),Tamil,0,Indian,196.9,97.37
17.44,1.89,6,66,168,4,Thriller,English,3,Indian,27.3,31.52
6.28,3.77,6,58,157,2,Drama,Others,0,Indian,11.65,7.76
15.44,1.94,8,49,147,7,Sci-Fi/Action,Telugu,5,Indian,34.61,19.89
10.76,2.51,10,64,119,4,Animated,Hindi,0,Indian,31.41,16.51
56.75,0.5,6,60,126,6,Fantasy/Adventure,Tamil,7,Indian,150.62,99.87
18.54,1.26,3,41,139,4,Historical Epic,Tamil,4,Indian,32.98,24.24
36.45,1.71,9,74,152,7,Action (Masala),Telugu,3,Indian,89.64,51.53
9.31,0.5,6,52,126,4,Fantasy/Adventure,Telugu,5,Indian,19.94,17.71
10.08,5.74,9,77,116,6,Superhero,Hindi,0,Indian,47.73,23.03
48.58,11.7,8,79,121,8,Thriller,Tamil,2,Indian,113.4,61.5
418.65,107.63,2,84,145,9,Animated,English,3,Hollywood,644.23,1990.05
23.59,7.75,11,77,139,6,Horror/Thriller,Hindi,0,Indian,38.01,24.31
17.08,8.76,11,78,165,6,Sci-Fi/Action,Others,1,Indian,42.48,38.43
81.94,30.22,6,91,128,6,Animated,English,2,Hollywood,108.18,468.45
15.49,3.37,10,59,132,4,Horror/Thriller,Telugu,3,Indian,16.47,20.5
5.74,4.9,6,58,142,6,Historical Epic,Hindi,5,Indian,24.81,19.78
234.41,15.07,2,48,109,1,Animated,Hindi,3,Indian,144.21,167.87
102.67,25.97,7,73,126,7,Drama,English,5,Hollywood,139.94,551.28
114.08,36.99,4,76,149,6,Rom-Com,English,5,Hollywood,134.55,645.26
99.05,15.0,1,46,122,4,Fantasy/Adventure,English,5,Hollywood,132.23,630.56
158.23,10.79,7,44,154,3,Thriller,Telugu,5,Indian,132.57,161.63
58.94,4.66,2,78,143,7,Drama,Telugu,4,Indian,110.17,71.87
768.19,36.65,8,94,145,9,Horror/Thriller,English,7,Hollywood,664.87,1277.24
8.59,0.54,1,48,119,3,Action (Masala),Hindi,6,Indian,22.97,24.46
161.19,38.39,5,90,128,7,Animated,English,7,Hollywood,331.02,1951.89
57.5,16.59,8,76,123,5,Thriller,Hindi,4,Indian,151.88,55.23
38.19,1.71,2,48,139,4,Animated,Others,2,Indian,55.59,40.85
587.73,137.21,5,76,122,6,Fantasy/Adventure,English,3,Hollywood,1855.04,3434.68
23.37,0.5,10,44,160,3,Sci-Fi/Action,Tamil,0,Indian,54.8,34.96
24.43,8.29,6,57,131,4,Fantasy/Adventure,Telugu,3,Indian,43.23,49.68
316.65,39.31,1,65,123,9,Animated,English,5,Hollywood,660.57,1544.5
20.98,6.35,4,73,133,7,Rom-Com,Hindi,1,Indian,66.6,24.81
11.38,6.21,10,70,150,9,Thriller,Others,1,Indian,52.16,15.15
27.43,15.41,8,63,116,4,Fantasy/Adventure,Hindi,3,Indian,68.72,51.57
14.36,5.46,12,66,122,9,Rom-Com,English,8,Indian,41.47,51.06
45.58,11.01,10,57,148,5,Animated,English,3,Indian,84.16,111.88
5.66,0.5,8,76,147,7,Fantasy/Adventure,Hindi,7,Indian,15.51,14.01
26.08,6.52,5,85,125,9,Fantasy/Adventure,English,0,Indian,87.8,57.77
296.18,82.18,7,72,130,5,Thriller,Others,6,Indian,341.31,352.89
15.16,1.54,12,59,151,4,Animated,Telugu,3,Indian,33.19,27.9
7.84,0.5,12,32,142,2,Horror/Thriller,English,4,Indian,7.84,10.72
159.77,23.88,5,72,149,6,Drama,English,6,Hollywood,286.06,942.79
61.4,20.85,9,86,153,8,Horror/Thriller,Hindi,4,Indian,129.65,82.56
14.63,2.17,5,33,154,2,Fantasy/Adventure,Hindi,5,Indian,35.34,29.29
32.83,9.32,4,87,152,6,Thriller,English,7,Indian,76.55,82.71
19.96,8.85,1,81,105,9,Fantasy/Adventure,Tamil,3,Indian,77.77,43.15
45.56,8.79,7,74,136,9,Fantasy/Adventure,Hindi,6,Indian,148.76,99.36
74.06,19.52,7,57,119,5,Sci-Fi/Action,Hindi,7,Indian,188.32,108.34
5.37,4.44,12,61,140,5,Horror/Thriller,Hindi,5,Indian,14.84,13.24
16.46,8.38,2,60,130,8,Drama,Hindi,0,Indian,38.83,18.04
480.79,123.96,3,98,96,8,Thriller,English,6,Hollywood,506.5,1225.75
1586.31,194.77,11,69,176,4,Sci-Fi/Action,English,0,Hollywood,988.25,2093.03
7.77,5.79,1,60,127,4,Historical Epic,Telugu,0,Indian,23.11,15.18
44.52,8.61,6,80,153,9,Thriller,Tamil,4,Indian,99.03,58.82
25.43,8.71,4,66,135,6,Action (Masala),Tamil,6,Indian,89.74,71.43
9.04,0.54,1,48,124,4,Thriller,Tamil,4,Indian,12.7,12.04
106.42,26.53,1,55,148,2,Historical Epic,Hindi,1,Indian,1104.06,155.72
23.2,4.65,2,59,154,6,Sci-Fi/Action,English,6,Hollywood,40.21,168.85
19.72,6.87,4,47,164,1,Drama,Hindi,0,Indian,22.52,15.81
54.88,9.98,6,66,147,6,Horror/Thriller,Others,4,Indian,80.79,38.58
16.87,4.69,4,73,139,8,Rom-Com,Hindi,0,Indian,48.51,17.29
326.9,86.79,3,84,144,7,Thriller,English,3,Hollywood,458.75,15746.89
811.68,197.96,12,70,115,6,Rom-Com,English,0,Hollywood,653.74,2144.43
20.01,4.63,1,65,159,5,Superhero,Others,2,Indian,68.55,41.91
100.58,25.15,6,69,146,6,Drama,Others,5,Indian,187.85,86.92
33.99,0.73,5,34,147,3,Drama,Hindi,0,Indian,53.53,21.24
39.2,6.98,12,55,129,1,Fantasy/Adventure,Others,5,Indian,68.22,90.54
122.88,30.49,11,77,119,9,Fantasy/Adventure,English,7,Hollywood,281.96,883.68
109.96,17.19,4,55,103,4,Horror/Thriller,Hindi,1,Indian,103.48,60.08
1196.04,373.69,12,87,139,5,Historical Epic,English,7,Hollywood,1262.73,10521.33
80.59,13.83,12,88,140,9,Thriller,Others,2,Indian,761.34,75.56
185.63,18.87,10,72,117,7,Action (Masala),English,7,Hollywood,370.68,1077.94
15.0,0.5,12,86,157,9,Animated,Hindi,1,Indian,64.03,26.29
14.8,0.5,3,53,136,5,Thriller,Hindi,5,Indian,23.86,21.14
14.48,5.69,7,69,127,5,Thriller,Hindi,3,Indian,29.39,18.28
1347.63,354.85,1,78,159,6,Rom-Com,English,5,Hollywood,2875.35,12323.7
64.78,21.83,12,62,132,4,Action (Masala),Others,5,Indian,146.64,185.76
152.27,44.09,7,58,157,4,Thriller,English,4,Hollywood,146.27,800.72
4.0,2.31,8,74,135,8,Thriller,Telugu,3,Indian,13.06,8.63
178.63,23.94,5,75,149,6,Action (Masala),English,5,Hollywood,382.6,940.98
190.29,42.15,2,62,128,4,Sci-Fi/Action,Hindi,4,Indian,247.55,220.8
8.34,11.57,1,56,159,1,Horror/Thriller,Hindi,3,Indian,14.29,14.1
47.96,8.64,4,55,120,5,Sci-Fi/Action,Hindi,2,Indian,108.69,75.51
95.14,18.71,9,70,146,5,Animated,English,8,Hollywood,115.06,790.37
1022.56,134.34,6,63,132,8,Action (Masala),English,7,Hollywood,3384.0,5759.56
53.29,8.16,1,49,149,3,Sci-Fi/Action,Others,8,Indian,97.85,110.6
13.31,0.73,9,62,112,4,Horror/Thriller,Tamil,2,Indian,16.43,11.33
68.99,0.93,12,66,147,5,Rom-Com,Hindi,3,Indian,151.96,77.94
33.8,9.13,1,61,138,5,Historical Epic,Hindi,2,Indian,109.64,47.66
27.06,0.92,4,50,158,4,Drama,English,5,Indian,30.02,46.85
181.48,24.76,6,62,114,3,Rom-Com,English,9,Hollywood,142.14,541.96
69.96,5.8,7,53,119,7,Thriller,Hindi,0,Indian,117.06,35.85
9.12,0.5,5,55,170,6,Rom-Com,Others,2,Indian,17.48,15.9
409.52,48.59,3,47,126,4,Animated,English,3,Hollywood,220.84,1070.81
96.44,13.07,9,82,148,8,Thriller,English,5,Indian,190.85,135.1
161.17,10.35,7,60,139,3,Animated,English,0,Indian,208.92,164.8
281.54,59.57,10,76,154,8,Fantasy/Adventure,English,5,Indian,955.35,686.9
53.65,12.4,12,62,107,4,Animated,Hindi,4,Indian,114.48,78.01
12.97,0.5,6,55,114,2,Horror/Thriller,Hindi,0,Indian,12.23,9.78
16.57,5.33,2,72,152,8,Historical Epic,Hindi,3,Indian,75.25,117.33
26.77,8.45,10,56,141,6,Historical Epic,Telugu,5,Indian,102.75,61.22
43.04,8.62,9,80,123,8,Animated,Hindi,0,Indian,130.18,43.61
411.86,62.45,10,79,109,8,Rom-Com,English,7,Hollywood,584.74,3801.04
9.79,0.5,5,39,117,4,Fantasy/Adventure,Hindi,2,Indian,29.06,15.63
90.38,8.47,6,65,148,6,Rom-Com,Hindi,2,Indian,119.54,70.99
525.2,103.88,10,79,113,8,Horror/Thriller,English,3,Hollywood,643.43,1986.78
21.83,4.64,5,38,108,1,Action (Masala),Hindi,5,Indian,56.45,48.13
12.3,1.53,6,78,154,9,Rom-Com,Others,5,Indian,36.24,24.62
10.24,2.01,10,52,158,3,Action (Masala),Hindi,5,Indian,35.02,32.62
14.01,1.87,3,29,127,1,Superhero,Hindi,8,Indian,29.56,27.8
16.44,5.06,2,59,125,2,Horror/Thriller,Telugu,1,Indian,17.0,17.59
128.13,22.34,7,87,120,7,Sci-Fi/Action,Hindi,5,Indian,367.18,186.51
6.06,2.86,4,75,125,4,Historical Epic,Others,7,Indian,16.67,22.09
14.39,0.5,12,62,123,7,Drama,Telugu,4,Indian,35.01,25.54
12.65,4.7,8,47,129,5,Thriller,Hindi,3,Indian,19.64,15.2
37.45,10.12,4,38,114,4,Action (Masala),Hindi,7,Indian,68.16,62.63
432.8,73.76,11,77,148,5,Drama,English,6,Hollywood,500.26,2228.54
23.94,2.23,10,50,165,4,Sci-Fi/Action,Hindi,7,Indian,57.57,43.79
27.02,1.61,2,48,134,2,Sci-Fi/Action,Hindi,0,Indian,52.77,30.75
76.72,32.32,11,71,154,3,Thriller,Others,4,Indian,94.69,78.47
3000.0,563.54,3,69,113,5,Animated,English,4,Hollywood,11402.87,20899.52
86.64,4.24,9,44,125,4,Historical Epic,Tamil,4,Indian,145.36,88.57
195.65,5.44,1,74,140,9,Historical Epic,English,2,Hollywood,208.99,1084.71
224.78,53.77,10,66,157,7,Rom-Com,English,2,Hollywood,322.19,510.37
8.33,2.55,5,61,130,7,Sci-Fi/Action,Telugu,0,Indian,28.16,16.6
113.51,21.26,9,61,130,2,Horror/Thriller,English,6,Hollywood,55.98,406.01
402.27,46.87,9,83,109,6,Animated,English,9,Hollywood,493.15,1349.65
39.21,6.96,6,65,186,6,Action (Masala),Tamil,4,Indian,129.86,73.98
108.7,14.8,12,35,136,2,Action (Masala),English,8,Hollywood,112.93,829.31
43.39,7.96,2,57,113,4,Drama,Hindi,8,Indian,65.18,81.46
55.94,4.99,4,62,141,4,Thriller,Hindi,6,Indian,79.3,66.77
150.41,43.94,11,57,121,4,Drama,English,3,Hollywood,135.3,588.49
12.37,3.33,7,86,156,7,Action (Masala),Telugu,1,Indian,45.12,25.94
38.25,8.25,1,52,126,2,Horror/Thriller,Telugu,1,Indian,38.07,26.57
1365.55,362.72,11,69,130,5,Action (Masala),English,5,Hollywood,2343.99,17394.27
114.16,16.97,6,97,146,9,Drama,English,9,Hollywood,132.83,976.29
57.01,9.84,9,49,147,5,Animated,English,2,Indian,95.93,84.22
49.66,9.59,3,52,109,6,Drama,Hindi,0,Indian,95.1,38.13
19.75,8.74,3,81,143,7,Drama,Tamil,1,Indian,51.76,22.08
55.4,9.21,10,60,126,3,Horror/Thriller,Hindi,1,Indian,77.91,45.76
120.48,26.69,8,60,137,4,Historical Epic,Telugu,1,Indian,171.47,173.88
39.26,7.83,10,78,111,4,Horror/Thriller,Telugu,5,Indian,60.89,54.48
24.62,4.16,2,70,146,6,Sci-Fi/Action,Tamil,1,Indian,51.19,34.49
153.47,25.25,11,53,117,8,Superhero,Hindi,4,Indian,546.63,377.54
218.14,28.37,1,58,173,6,Rom-Com,English,4,Hollywood,206.88,830.27
32.91,6.34,6,32,143,3,Sci-Fi/Action,Telugu,3,Indian,42.44,50.35
270.65,42.56,12,83,120,8,Superhero,English,7,Hollywood,718.76,2298.04
33.87,7.06,9,40,146,2,Animated,Others,0,Indian,52.73,26.39
417.56,63.57,12,62,161,3,Animated,English,7,Hollywood,473.22,1510.64
83.29,14.72,11,41,150,2,Drama,Hindi,1,Indian,79.49,55.61
57.32,11.12,10,74,142,6,Animated,Tamil,5,Indian,150.06,131.78
15.2,0.5,10,49,116,3,Historical Epic,Others,2,Indian,30.27,28.96
10.41,0.8,8,71,164,8,Thriller,Hindi,2,Indian,23.17,13.13
108.48,28.67,8,64,134,6,Fantasy/Adventure,English,5,Hollywood,211.35,544.6
67.66,19.33,1,50,149,5,Historical Epic,Telugu,1,Indian,114.36,97.26
18.43,0.5,10,68,156,5,Action (Masala),Hindi,7,Indian,63.85,53.46
11.56,0.5,7,69,152,6,Action (Masala),Tamil,8,Indian,31.53,36.24
99.32,20.56,2,51,155,5,Horror/Thriller,Hindi,0,Indian,98.69,57.6
199.51,12.04,4,69,129,8,Superhero,English,1,Hollywood,600.04,742.96
8.88,3.21,12,38,113,4,Animated,Others,0,Indian,20.76,27.2
19.17,4.82,2,76,133,7,Rom-Com,Hindi,0,Indian,54.31,26.92
4.08,2.31,11,47,135,3,Action (Masala),Others,6,Indian,10.17,9.91
25.83,10.69,2,32,91,1,Drama,Others,1,Indian,27.82,24.83
41.36,6.52,5,56,131,3,Sci-Fi/Action,Hindi,2,Indian,84.39,72.97
16.38,4.89,10,78,123,6,Fantasy/Adventure,Hindi,1,Indian,48.98,41.62
706.5,163.96,11,100,140,7,Horror/Thriller,English,4,Hollywood,1009.43,2931.08
184.77,27.83,1,63,153,2,Rom-Com,Telugu,1,Indian,139.49,148.53
47.41,4.7,4,76,127,5,Animated,Hindi,3,Indian,95.82,77.29
27.49,1.01,4,61,124,9,Fantasy/Adventure,Telugu,5,Indian,59.37,47.69
406.71,114.27,8,82,156,5,Horror/Thriller,English,1,Hollywood,210.51,951.72
14.63,6.4,6,56,161,5,Sci-Fi/Action,Hindi,0,Indian,44.92,19.25
66.63,16.22,4,66,147,5,Drama,Telugu,1,Indian,119.46,47.87
50.39,22.33,3,75,124,6,Action (Masala),Hindi,8,Indian,180.96,149.14
6.62,2.77,1,62,165,6,Drama,Others,5,Indian,14.89,14.85
22.27,3.87,5,68,130,5,Thriller,English,0,Indian,51.77,35.03
6.27,0.5,9,62,140,5,Historical Epic,Telugu,4,Indian,14.47,13.46
26.49,7.07,7,72,141,5,Thriller,Hindi,5,Indian,57.53,40.39
19.08,5.25,11,46,130,1,Fantasy/Adventure,Hindi,9,Indian,35.43,42.68
44.37,12.88,10,59,118,4,Drama,Hindi,0,Indian,87.06,190.48
11.58,3.36,1,66,98,4,Rom-Com,Others,0,Indian,18.47,12.62
15.33,2.75,3,62,92,5,Historical Epic,Hindi,5,Indian,44.89,35.56
9.98,0.93,3,11,120,3,Drama,Others,5,Indian,7.6,7.54
12.16,0.5,10,55,132,5,Sci-Fi/Action,Telugu,2,Indian,198.68,23.83
41.78,5.93,2,48,110,3,Historical Epic,Telugu,2,Indian,74.71,56.95
19.27,4.14,1,41,132,3,Historical Epic,Hindi,3,Indian,33.71,32.19
334.34,74.01,5,91,140,7,Action (Masala),English,5,Hollywood,986.96,2229.16
15.28,0.5,5,45,142,3,Animated,Hindi,5,Indian,30.33,25.34
31.13,7.27,9,72,139,8,Sci-Fi/Action,Tamil,6,Indian,117.01,80.33
63.1,5.17,8,71,149,7,Sci-Fi/Action,Tamil,0,Indian,171.56,68.02
162.06,40.75,9,52,176,4,Historical Epic,Tamil,6,Indian,176.37,229.38
108.99,24.48,9,51,113,7,Animated,English,7,Hollywood,122.78,574.34
2082.02,368.62,2,85,136,8,Sci-Fi/Action,English,9,Hollywood,10072.84,34968.45
22.91,0.66,2,39,111,2,Action (Masala),Hindi,1,Indian,28.67,63.62
15.82,0.5,10,78,139,7,Sci-Fi/Action,Others,4,Indian,66.93,39.93
5.99,2.3,3,73,157,7,Thriller,Hindi,6,Indian,15.97,13.93
28.26,7.98,10,76,104,6,Fantasy/Adventure,Hindi,3,Indian,111.44,69.36
161.61,31.01,6,41,151,1,Drama,Tamil,4,Indian,122.33,146.28
24.05,6.72,9,81,90,7,Animated,Tamil,1,Indian,67.71,28.37
90.1,18.1,5,70,103,4,Action (Masala),Hindi,4,Indian,218.58,171.71
173.98,12.58,2,65,136,3,Sci-Fi/Action,English,7,Hollywood,247.64,979.93
37.99,3.81,7,54,133,6,Rom-Com,Tamil,9,Indian,57.44,74.55
56.77,17.65,3,46,127,1,Thriller,Telugu,0,Indian,66.44,35.06
115.78,24.1,1,54,122,3,Rom-Com,Telugu,0,Indian,148.83,89.63
136.36,19.57,12,58,160,4,Action (Masala),Hindi,0,Indian,270.24,174.76
114.73,9.79,8,38,117,5,Fantasy/Adventure,Telugu,0,Indian,189.26,62.08
106.9,26.55,7,67,126,3,Animated,English,2,Indian,114.03,141.3
1983.04,580.92,11,96,174,4,Action (Masala),English,7,Hollywood,1726.35,19230.96
87.68,39.86,2,68,146,5,Thriller,Hindi,3,Indian,201.8,98.83
32.71,10.95,9,70,164,7,Animated,Hindi,5,Indian,100.39,48.05
10.93,7.66,9,49,120,5,Fantasy/Adventure,Hindi,6,Indian,40.36,32.19
887.94,166.06,11,46,116,5,Superhero,English,4,Hollywood,1476.98,6803.85
299.33,71.37,4,61,138,5,Animated,English,5,Hollywood,327.72,1192.5
37.06,7.62,5,74,109,8,Fantasy/Adventure,English,4,Indian,152.91,106.94
989.0,266.9,5,64,110,3,Drama,English,5,Hollywood,530.44,8762.49
112.7,19.68,1,68,158,5,Sci-Fi/Action,Hindi,6,Indian,261.79,150.19
50.53,10.32,10,63,110,7,Historical Epic,Hindi,1,Indian,193.91,100.33
293.45,76.69,4,66,139,6,Animated,English,3,Hollywood,383.66,577.65
53.0,11.8,4,69,152,6,Historical Epic,English,8,Hollywood,55.78,332.82
106.75,19.12,8,75,132,5,Superhero,Hindi,2,Indian,347.18,176.37
12.13,0.5,2,37,137,3,Animated,Telugu,3,Indian,12.15,13.57
23.7,10.44,6,73,118,7,Historical Epic,Telugu,0,Indian,81.68,32.27
63.29,6.59,6,53,170,3,Horror/Thriller,Hindi,0,Indian,48.81,30.6
33.77,5.34,9,38,128,1,Animated,Hindi,7,Indian,38.13,54.84
229.45,45.27,7,67,120,8,Animated,English,3,Hollywood,267.17,1121.13
44.11,10.09,8,74,149,6,Horror/Thriller,Hindi,0,Indian,61.85,31.82
64.97,11.83,2,73,114,6,Animated,Others,3,Indian,121.53,96.93
890.43,189.54,6,56,112,3,Horror/Thriller,English,7,Hollywood,289.57,1681.42
125.58,15.56,3,62,151,5,Rom-Com,English,4,Hollywood,78.52,396.46
29.63,1.9,7,56,116,4,Rom-Com,Others,3,Indian,37.8,28.95
406.11,25.47,8,95,141,10,Action (Masala),English,6,Hollywood,1179.1,1952.85
301.95,40.84,1,61,104,4,Animated,English,5,Hollywood,266.9,1091.96
71.34,3.22,12,58,124,5,Historical Epic,Telugu,4,Indian,163.78,118.73
341.15,62.66,10,76,132,4,Drama,English,7,Hollywood,490.02,1287.4
206.47,29.82,2,69,140,7,Historical Epic,English,4,Hollywood,225.84,1440.43
10.14,4.1,12,50,99,4,Horror/Thriller,Hindi,2,Indian,18.0,11.32
10.84,3.97,5,82,108,7,Horror/Thriller,English,3,Indian,20.02,23.43
120.06,31.26,5,53,179,4,Thriller,English,6,Hollywood,117.82,452.96
267.31,23.92,6,67,135,6,Historical Epic,Hindi,0,Indian,611.84,200.26
44.33,12.49,5,74,157,5,Fantasy/Adventure,Hindi,5,Indian,123.6,109.41
9.09,0.5,12,80,136,10,Thriller,English,4,Indian,33.97,25.21
31.5,6.33,11,71,139,6,Drama,Hindi,3,Indian,59.3,39.96
235.58,64.74,5,70,135,6,Superhero,English,8,Hollywood,731.87,2475.64
219.67,46.81,4,73,130,6,Horror/Thriller,English,6,Hollywood,146.44,775.16
93.19,16.25,4,66,133,6,Superhero,Others,1,Indian,292.2,101.8
3.24,0.5,4,75,128,10,Historical Epic,Hindi,0,Indian,14.99,5.02
395.73,43.08,3,49,125,4,Superhero,English,6,Hollywood,308.45,1840.99
21.97,4.11,2,44,157,3,Superhero,Telugu,2,Indian,41.93,45.91
13.84,7.73,12,76,135,4,Thriller,Hindi,2,Indian,44.41,21.57
20.35,4.87,1,63,145,4,Sci-Fi/Action,Others,6,Indian,55.57,57.76
54.51,9.67,6,76,129,7,Sci-Fi/Action,Telugu,1,Indian,113.63,85.9
14.53,4.47,3,81,105,5,Superhero,Hindi,4,Indian,57.33,48.94
29.65,1.61,3,52,120,6,Horror/Thriller,Telugu,5,Indian,38.44,33.07
109.11,23.99,5,98,126,9,Historical Epic,English,6,Hollywood,337.1,1054.06
210.79,48.19,2,33,118,4,Superhero,Hindi,7,Indian,305.58,358.6
8.16,0.91,1,53,122,2,Fantasy/Adventure,Others,5,Indian,14.1,20.75
11.97,10.53,9,87,140,8,Fantasy/Adventure,Telugu,5,Indian,52.82,44.68
12.34,0.5,1,96,139,10,Thriller,Others,0,Indian,29.8,14.3
26.08,7.05,3,39,148,4,Fantasy/Adventure,Hindi,5,Indian,50.59,39.06
37.95,8.76,5,54,146,6,Historical Epic,Hindi,0,Indian,138.27,47.52
17.89,0.5,8,76,141,7,Rom-Com,Hindi,2,Indian,45.5,22.29
1367.01,298.13,9,59,133,3,Action (Masala),English,6,Hollywood,845.11,3419.05
30.32,0.5,1,58,157,6,Horror/Thriller,English,3,Indian,28.85,35.5
27.32,0.5,1,66,153,7,Horror/Thriller,Tamil,3,Indian,41.73,21.62
704.8,244.96,12,94,141,7,Rom-Com,English,8,Hollywood,1577.89,21190.44
64.01,15.64,5,47,136,1,Animated,Tamil,7,Indian,80.51,89.28
38.23,12.02,10,84,112,7,Sci-Fi/Action,Telugu,5,Indian,152.07,120.69
32.25,4.8,10,67,113,7,Action (Masala),Hindi,3,Indian,106.38,54.66
56.32,7.31,11,88,120,7,Historical Epic,English,3,Hollywood,118.07,384.47
420.32,84.92,6,44,145,1,Fantasy/Adventure,English,5,Hollywood,238.02,1992.01
81.3,22.27,2,58,133,6,Superhero,Hindi,0,Indian,286.85,123.26
52.53,5.81,3,45,159,4,Thriller,Tamil,3,Indian,63.93,37.62
35.67,7.65,10,53,141,3,Animated,Telugu,3,Indian,72.08,40.38
31.58,5.07,2,60,144,4,Historical Epic,Hindi,4,Indian,55.68,50.89
24.47,0.5,2,60,157,6,Sci-Fi/Action,Tamil,4,Indian,60.26,34.81
280.03,54.29,1,64,153,5,Rom-Com,English,2,Hollywood,361.86,1325.01
61.85,13.41,4,62,145,6,Historical Epic,English,2,Hollywood,74.18,288.11
7.99,5.38,7,65,108,5,Fantasy/Adventure,Hindi,4,Indian,30.7,22.37
27.52,5.53,5,78,126,4,Superhero,Telugu,3,Indian,93.19,70.62
697.42,254.03,10,49,118,4,Animated,English,3,Hollywood,1246.75,1482.42
327.75,59.59,5,55,113,2,Horror/Thriller,English,5,Hollywood,219.28,1041.46
23.68,8.89,1,83,122,8,Rom-Com,Telugu,5,Indian,78.56,41.64
148.13,33.54,11,65,143,5,Superhero,Hindi,3,Indian,467.88,200.33
19.44,5.19,4,59,138,4,Sci-Fi/Action,Tamil,0,Indian,33.25,24.35
44.0,12.84,3,94,153,8,Thriller,Hindi,4,Indian,151.88,79.83
28.68,11.55,5,84,146,8,Drama,Telugu,3,Indian,104.33,125.96
165.08,34.91,12,76,157,5,Sci-Fi/Action,English,9,Hollywood,416.97,966.87
33.4,4.42,10,42,119,3,Historical Epic,Hindi,1,Indian,67.8,53.11
11.9,0.5,12,63,159,3,Historical Epic,Others,3,Indian,30.97,21.26
100.39,26.38,4,85,118,9,Sci-Fi/Action,English,3,Hollywood,140.5,676.78
19.11,0.5,8,40,121,3,Drama,Telugu,7,Indian,17.58,108.57
46.95,7.85,3,56,143,7,Superhero,Telugu,2,Indian,154.34,76.47
116.04,29.15,1,72,127,4,Sci-Fi/Action,Tamil,3,Indian,310.34,236.32
16.24,0.5,4,51,145,6,Rom-Com,Telugu,1,Indian,30.43,14.07
148.48,30.16,3,75,97,7,Rom-Com,Hindi,6,Indian,362.18,201.81
63.38,12.74,4,72,140,10,Rom-Com,Telugu,3,Indian,181.07,100.53
34.58,5.43,1,40,106,3,Sci-Fi/Action,Hindi,2,Indian,73.41,56.06
3000.0,846.41,12,82,131,5,Superhero,English,5,Hollywood,7565.66,31294.43
184.13,41.87,4,63,136,7,Horror/Thriller,Others,6,Indian,639.46,150.31
19.78,1.86,7,63,122,6,Action (Masala),Tamil,8,Indian,265.8,41.12
1461.82,376.05,1,75,140,5,Sci-Fi/Action,English,6,Hollywood,2534.08,8260.32
190.51,34.38,7,66,145,4,Thriller,Telugu,4,Indian,358.79,167.1
11.08,0.5,8,76,125,8,Thriller,Telugu,7,Indian,29.57,16.27
79.32,12.94,10,48,156,3,Horror/Thriller,Tamil,5,Indian,109.21,91.84
16.97,4.08,10,52,154,4,Sci-Fi/Action,Hindi,7,Indian,56.29,45.79
49.65,2.54,11,39,152,5,Rom-Com,Tamil,2,Indian,69.19,40.78
53.44,20.66,6,57,131,5,Animated,Hindi,2,Indian,94.35,77.54
2.0,8.14,3,78,131,7,Rom-Com,Hindi,0,Indian,17.55,7.36
189.06,27.55,6,47,147,2,Horror/Thriller,English,8,Hollywood,112.29,679.47
299.0,37.57,12,77,177,6,Horror/Thriller,Hindi,4,Indian,505.95,277.93
12.92,1.88,5,55,130,6,Rom-Com,Tamil,6,Indian,29.92,25.28
39.37,10.95,7,80,126,7,Rom-Com,Tamil,0,Indian,121.63,40.7
162.32,45.29,10,67,157,2,Historical Epic,Others,3,Indian,283.62,191.85
465.09,38.08,5,52,164,2,Sci-Fi/Action,English,4,Hollywood,289.41,1618.58
7.71,2.52,5,63,124,6,Rom-Com,Hindi,5,Indian,23.47,16.67
133.64,24.4,11,49,128,7,Action (Masala),Tamil,6,Indian,367.95,147.69
25.33,6.06,10,65,150,6,Thriller,Hindi,4,Indian,61.21,44.96
167.6,35.18,7,63,146,5,Thriller,English,2,Hollywood,102.42,520.93
1115.67,286.17,3,77,127,5,Fantasy/Adventure,English,1,Hollywood,861.72,5126.35
49.02,12.0,3,57,145,6,Drama,Tamil,1,Indian,92.97,38.5
146.64,20.49,4,80,123,6,Superhero,Telugu,2,Indian,299.34,607.6
50.23,13.71,7,71,129,5,Sci-Fi/Action,Hindi,0,Indian,117.35,76.76
74.03,6.94,12,97,166,9,Superhero,Hindi,4,Indian,472.7,210.96
367.8,59.87,6,72,143,3,Rom-Com,English,6,Hollywood,191.41,1553.3
6.99,1.68,3,64,99,4,Superhero,Tamil,7,Indian,22.82,25.15
1886.68,482.55,9,61,128,3,Animated,English,9,Hollywood,1163.98,21777.42
3000.0,427.07,1,89,120,7,Animated,English,3,Hollywood,2145.96,27810.83
449.99,27.05,2,55,155,3,Historical Epic,English,7,Hollywood,240.29,3982.56
5.53,0.5,9,53,118,7,Rom-Com,Tamil,5,Indian,14.16,9.86
10.53,0.5,1,50,123,4,Horror/Thriller,Hindi,4,Indian,10.99,10.68
327.15,96.7,5,83,141,6,Thriller,English,3,Hollywood,440.81,1087.16
11.28,0.9,12,64,140,8,Rom-Com,English,5,Indian,34.78,28.8
27.28,8.74,2,37,127,3,Fantasy/Adventure,Tamil,2,Indian,40.31,28.07
